"","gene_symbol","logFC","logCPM","PValue","FDR"
"MSTRG.40141|PHAX","MSTRG.16386|CCDC9B",-1.52438441407451,4.79848811569209,0.0549682256109303,0.442026373371063
"MSTRG.10508|C2CD5","MSTRG.16386|RNA5SP392",-1.52556978367393,5.06599346324859,0.054978029846429,0.442026373371063
"MSTRG.50843|GPM6B","MSTRG.16388|DISP2",-1.49455942140958,4.25364670637391,0.0549892432109711,0.442026373371063
"MSTRG.38048|TMEM154","MSTRG.1638|HOOK1",-1.66962335891468,4.55815187955646,0.0550020562314322,0.442026373371063
"MSTRG.52332|MMGT1","MSTRG.16390|KNSTRN",-1.5333161827149,4.30447347639469,0.0550316645875576,0.442026373371063
"MSTRG.11987|NFYB","MSTRG.16391|IVD",-1.49032802958716,4.3257480009193,0.0551603021739382,0.442612047710501
"MSTRG.2219|RNPC3","MSTRG.16392|BAHD1",-1.53735174294984,5.64659449944676,0.0551892909964158,0.442612047710501
"MSTRG.25993|ZNF525","MSTRG.16395|CHST14",-1.49098507496718,4.27116202790868,0.0552920814765944,0.442612047710501
"MSTRG.23357|PSTPIP2","MSTRG.16398|CCDC32",-1.49843280209864,3.77782267949353,0.0553058459237672,0.442612047710501
"MSTRG.41085|ADAMTS2","MSTRG.16402|KNL1",-1.60339394611484,6.16722752993804,0.0553076235058261,0.442612047710501
"MSTRG.48579|MAF1","MSTRG.16404|RAD51-AS1",-1.49674787496558,4.45383596368499,0.0553121356792376,0.442612047710501
"MSTRG.33509|LSM3","MSTRG.16406|RMDN3",-1.52060941684247,3.53944169840273,0.0553390677982099,0.442612047710501
"MSTRG.45227|VPS50","MSTRG.16409|DNAJC17",-1.50378597139095,4.6928759860812,0.0553961076144736,0.442800223781028
"MSTRG.39335|CENPK","MSTRG.16410|C15orf62",-1.5362659550178,3.18083304792804,0.0554772065497437,0.443180368888612
"MSTRG.30155|SLC4A11","MSTRG.16411|ZFYVE19",-1.66241484296141,3.77704480436069,0.0557766063623987,0.444235887096935
"MSTRG.3860|ZBTB41","MSTRG.16414|SPINT1",-1.52485053770528,5.12313799543905,0.0557782254906079,0.444235887096935
"MSTRG.5669|MAPK8","MSTRG.16415|RHOV",-1.53078288242395,5.31344699622806,0.0558043468383561,0.444235887096935
"MSTRG.49203|TMX2P1","MSTRG.16417|VPS18",-1.45659004249709,3.20661401788886,0.0558073863589685,0.444235887096935
"MSTRG.15293|FLRT2","MSTRG.16419|DLL4",-1.72938951373679,6.51195671575228,0.0558862535896373,0.444235887096935
"MSTRG.14828|DAAM1","MSTRG.16422|INO80",-1.57070190993244,6.05082407111805,0.0560688968677125,0.444235887096935
"MSTRG.14219|DAD1","MSTRG.16432|CHP1",-1.52128635462174,4.11555227847378,0.0560743626008037,0.444235887096935
"MSTRG.40715|CNOT8","MSTRG.16433|NUSAP1",-1.53837696343812,5.2331907747885,0.0561487200801935,0.444235887096935
"MSTRG.13211|RB1","MSTRG.16433|OIP5-AS1",-1.54981709809114,5.09841051871167,0.0561522263846012,0.444235887096935
"MSTRG.37149|G3BP2","MSTRG.16436|NDUFAF1",-1.60452398824894,6.50919975377781,0.0561639620048746,0.444235887096935
"MSTRG.1938|GNG5","MSTRG.16437|RTF1",-1.48094235078533,3.85339850525302,0.0562371558138122,0.444235887096935
"MSTRG.5141|FAM107B","MSTRG.16441|RPAP1",-1.50359428874173,5.05212878337912,0.0562535130972162,0.444235887096935
"MSTRG.50570|FCN1","MSTRG.16443|TYRO3",-1.83897451718619,3.91040978337606,0.0562591707117158,0.444235887096935
"MSTRG.32082|SUMO3","MSTRG.16445|MGA",-1.5172769036424,4.92310081459449,0.0562773467065024,0.444235887096935
"MSTRG.2436|SIKE1","MSTRG.16449|MAPKBP1",-1.51109283835126,5.24885299528611,0.0563161793819616,0.444235887096935
"MSTRG.13058|LHFPL6","MSTRG.16451|JMJD7-PLA2G4B",-1.71002624402079,4.42581221199654,0.0563282947643736,0.444235887096935
"MSTRG.2834|C1orf56","MSTRG.16452|SPTBN5",-1.47109141056191,3.80456665882539,0.0563397613434453,0.444235887096935
"MSTRG.5862|RUFY2","MSTRG.16455|EHD4",-1.52956317167816,5.20309652257668,0.0563514725950615,0.444235887096935
"MSTRG.37869|SETD7","MSTRG.16462|PLA2G4F",-1.58163259346727,6.84831468197253,0.0563562526455965,0.444235887096935
"MSTRG.33534|SH3BP5","MSTRG.16463|VPS39",-1.54643585162347,4.18176172810045,0.0563918992484458,0.444235887096935
"MSTRG.33175|SHISAL1","MSTRG.16465|TMEM87A",-1.69240879928418,3.82797863522509,0.0564301792170226,0.444235887096935
"MSTRG.1880|DNAJB4","MSTRG.16466|CAPN3",-1.43770337064864,3.6769778633992,0.0564514513270779,0.444235887096935
"MSTRG.36421|ZNF518B","MSTRG.16466|GANC",-1.54983557371117,5.56834179627961,0.0564574592355151,0.444235887096935
"MSTRG.48347|PVT1","MSTRG.16467|ZNF106",-1.61545274689211,8.00243943309408,0.0564731663537187,0.444235887096935
"MSTRG.28793|MARCHF7","MSTRG.16469|SNAP23",-1.59489524062642,6.769488797848,0.0564897700879305,0.444235887096935
"MSTRG.3974|ADIPOR1","MSTRG.1646|NFIA",-1.60043360425261,6.41182026984923,0.0565026733627468,0.444235887096935
"MSTRG.7595|HPS5","MSTRG.16470|LRRC57",-1.48937946611186,4.6262293791201,0.0565171063505599,0.444235887096935
"MSTRG.38432|CFAP97","MSTRG.16471|HAUS2",-1.52709969216154,5.3125538834477,0.0565805991380461,0.444263796461657
"MSTRG.42942|SESN1","MSTRG.16474|STARD9",-1.58587980604565,4.54563463652992,0.0566090917440165,0.444263796461657
"MSTRG.30767|SAMHD1","MSTRG.16476|CDAN1",-1.6108159546428,6.84300660547293,0.0566215267722266,0.444263796461657
"MSTRG.27120|PSME4","MSTRG.16479|TTBK2",-1.63380743932242,6.85311101390415,0.0566553996564788,0.444265754101516
"MSTRG.14525|SEC23A","MSTRG.16483|UBR1",-1.52398363340673,5.28378485471107,0.056899270684922,0.445157258449727
"MSTRG.35486|GMPS","MSTRG.16487|CCNDBP1",-1.54755680162203,6.05439185544862,0.0569595098686858,0.445157258449727
"MSTRG.11797|UBE2N","MSTRG.16487|TMEM62",-1.52061242997121,5.10398466844673,0.0569603116062802,0.445157258449727
"MSTRG.35534|GFM1","MSTRG.16495|LCMT2",-1.52273786918366,5.81655177168788,0.0569608779905155,0.445157258449727
"MSTRG.3729|ARPC5","MSTRG.16496|ADAL",-1.54175838679775,5.56709674657512,0.0569625291661446,0.445157258449727
"MSTRG.29165|WDR75","MSTRG.16497|ZSCAN29",-1.52942104285514,5.15472452884182,0.0570008632290621,0.445157258449727
"MSTRG.21516|IFI35","MSTRG.16498|TUBGCP4",-1.4974926730847,3.59949286838089,0.0570517269760697,0.445157258449727
"MSTRG.40866|DOCK2","MSTRG.164|PRDM16-DT",-1.5800796976692,5.49532297935927,0.0570541652529398,0.445157258449727
"MSTRG.23386|IER3IP1","MSTRG.16500|TP53BP1",-1.49319064542999,3.9282801867825,0.0570723072590508,0.445157258449727
"MSTRG.37386|SMARCAD1","MSTRG.16501|MAP1A",-1.53258750340154,5.53531233239017,0.0573090640699957,0.446740214487819
"MSTRG.45555|RPL7P32","MSTRG.16502|PPIP5K1",-1.50531489956128,3.03588142148386,0.0575097063342658,0.448039946812886
"MSTRG.8874|POLD3","MSTRG.16504|CATSPER2",-1.48009267585794,4.57252372787184,0.057560002404888,0.448167537876126
"MSTRG.27706|RPIA","MSTRG.16504|STRC",-1.53946081927027,3.10610239235479,0.0576234613289366,0.448397405500141
"MSTRG.3204|IFI16","MSTRG.16510|STRCP1",-1.615635845076,5.6987577972609,0.0576853725852591,0.448614966432624
"MSTRG.39460|TNPO1","MSTRG.16512|CATSPER2P1",-1.5652798273944,6.81822482703132,0.0577533397301822,0.448879339914645
"MSTRG.11898|ANKS1B","MSTRG.16514|PDIA3",-1.60387090253473,5.7473114333993,0.0578726986139908,0.449542602461293
"MSTRG.21723|COPZ2","MSTRG.16516|HYPK",-2.16517340568518,3.3929497343154,0.0580552180215509,0.450325929232707
"MSTRG.33519|CCDC174","MSTRG.16516|SERF2",1.70745363730117,5.20800188219834,0.0580776282966139,0.450325929232707
"MSTRG.50807|HCCS","MSTRG.16518|MFAP1",-1.60434887202198,2.88718611483035,0.0580853752280268,0.450325929232707
"MSTRG.49595|CEP78","MSTRG.16519|WDR76",-1.51464114426009,5.21799510499841,0.058109869775355,0.450325929232707
"MSTRG.19778|CENPN","MSTRG.16521|FRMD5",-1.63490473000441,3.48574461333656,0.0581976042193101,0.450741468083086
"MSTRG.6308|HECTD2","MSTRG.16525|GOLM2",-1.5392354102309,5.460526926178,0.0582820779127777,0.451131280293809
"MSTRG.33800|WDR48","MSTRG.1652|TM2D1",-1.50693949836425,5.22113269651296,0.0584587049127259,0.452233529280941
"MSTRG.296|SPSB1","MSTRG.16530|CTDSPL2",-1.53027006283044,4.59959345654077,0.058552270145792,0.452692302771416
"MSTRG.42046|SRPK1","MSTRG.16531|HNRNPMP1",-1.52546460487286,5.44641435515761,0.0585877953709479,0.452702070313646
"MSTRG.47549|ARFGEF1","MSTRG.16533|EIF3J-DT",-1.59863824540231,7.20710382138417,0.0586544189790742,0.452951980111342
"MSTRG.26178|ZSCAN5A","MSTRG.16534|EIF3J",-1.46700950453099,3.56274373822642,0.0587710517906302,0.453587562680839
"MSTRG.14762|KTN1-AS1","MSTRG.16535|SPG11",-1.50837146876222,3.47375878095916,0.0588382121231356,0.453840803726206
"MSTRG.10580|ARNTL2","MSTRG.16539|B2M",-1.45861853701238,3.75223329825271,0.0588945681653647,0.4540104604253
"MSTRG.39633|SSBP2","MSTRG.16540|TRIM69",-1.51455885061577,5.50703547164914,0.0589494500970292,0.45416856217612
"MSTRG.943|SPOCD1","MSTRG.16542|SORD2P",1.91886023302237,5.14938493061306,0.0590604513851899,0.454462640568829
"MSTRG.45834|COPG2","MSTRG.1654|PATJ",-1.44664628207351,4.13946948132264,0.0590833443389323,0.454462640568829
"MSTRG.37274|ABRAXAS1","MSTRG.16553|SORD",-1.46009694224971,4.26662302170874,0.059090805759271,0.454462640568829
"MSTRG.34062|GPX1","MSTRG.16560|DUOX1",-1.54715191243388,4.90326024150085,0.0591440309609392,0.454607377013897
"MSTRG.359|DISP3","MSTRG.16561|SHF",1.91622745907717,4.04859671990959,0.059203893956827,0.454802936541602
"MSTRG.27001|PREPL","MSTRG.16571|GATM",-1.52874465457799,5.70661554143797,0.0594067190645345,0.456095862289189
"MSTRG.32812|YWHAH","MSTRG.16573|SPATA5L1",-1.49789638541924,5.28281184961794,0.0595090604698799,0.456264682193459
"MSTRG.50274|CRB2","MSTRG.16576|SLC30A4",-1.48997697681553,3.66663031783563,0.0595222586856872,0.456264682193459
"MSTRG.16573|SPATA5L1","MSTRG.16582|BLOC1S6",1.86938736127908,4.22342518154867,0.0595838601316254,0.456264682193459
"MSTRG.25427|ZNF574","MSTRG.16582|SQOR",-1.47599153587615,4.30450115869307,0.0595940600149437,0.456264682193459
"MSTRG.32729|THOC5","MSTRG.16594|SEMA6D",-1.5260472444241,5.67769616771264,0.0596013654329759,0.456264682193459
"MSTRG.21695|ITGB3","MSTRG.165|PRDM16",-1.54586791851895,5.09706589441949,0.0596710199186538,0.456533402539185
"MSTRG.14297|NEDD8","MSTRG.16607|MYEF2",-1.46190320975217,4.51663870854927,0.0598367408150736,0.457536375225444
"MSTRG.37935|HHIP","MSTRG.16613|DUT",1.90181063149916,4.35917414706362,0.0599510865703009,0.45814557944094
"MSTRG.29108|NCKAP1","MSTRG.16614|FBN1",-1.5902345125755,7.02037256909098,0.0600056211725984,0.458270097880157
"MSTRG.17231|UBE2Q2","MSTRG.16619|CEP152",-1.50949360205709,4.56435028936255,0.0600367470998677,0.458270097880157
"MSTRG.26147|ZNF524","MSTRG.16625|EID1",1.76729476388788,3.63522853555191,0.0600829534751567,0.458358004773236
"MSTRG.6140|TMEM254","MSTRG.16628|SECISBP2L",-1.47247531349043,4.65366053525068,0.060140208432164,0.458472817024946
"MSTRG.50858|CA5BP1","MSTRG.16632|COPS2",-1.45800919247769,3.10222462300346,0.0601674006449145,0.458472817024946
"MSTRG.177|TPRG1L","MSTRG.16634|GALK2",-1.50375603023101,4.1508758521992,0.0603657774555577,0.45956650310441
"MSTRG.41459|TPMT","MSTRG.16644|DTWD1",-1.40918433774298,3.42589518096932,0.0604096017796767,0.45956650310441
"MSTRG.43392|PHACTR2","MSTRG.16646|ATP8B4",-1.51321775524558,5.98985646512987,0.0604152740401393,0.45956650310441
"MSTRG.32687|MN1","MSTRG.16653|GABPB1",-1.52838271787584,4.90152838434291,0.0605486455804104,0.460316026498253
"MSTRG.10620|TMTC1","MSTRG.16653|GABPB1-IT1",-1.85249813842991,4.95907575849395,0.0607445509113585,0.461539822421955
"MSTRG.12820|SPATA13","MSTRG.16655|GABPB1-AS1",-1.57988434451853,7.15812357584034,0.0608592647596074,0.461855219779168
"MSTRG.10555|RASSF8","MSTRG.16655|MIR4712",-1.5479917658208,5.15254232088992,0.0608711463325072,0.461855219779168
"MSTRG.40357|CDC23","MSTRG.16658|USP8",-1.49871048189008,4.19844466356256,0.0608909250628404,0.461855219779168
"MSTRG.38592|IRX2","MSTRG.1665|KANK4",-1.61769632906669,4.5849137259141,0.0609272078819833,0.4618652884364
"MSTRG.29537|FN1","MSTRG.16662|TRPM7",-1.66663821667211,11.1040285234642,0.0610512221228161,0.462268281925567
"MSTRG.35255|CLSTN2","MSTRG.16665|SPPL2A",-1.78542512853291,6.69479425557342,0.0611183494073301,0.462268281925567
"MSTRG.12380|DIABLO","MSTRG.16670|AP4E1",-1.48233809072559,5.02916785638348,0.061118825314789,0.462268281925567
"MSTRG.11235|DNAJC14","MSTRG.1667|USP1",-1.48199016764415,4.75254563748532,0.0611203124592421,0.462268281925567
"MSTRG.15508|CCNK","MSTRG.16685|DMXL2",-1.4972752826348,4.35998862656249,0.0611947126871449,0.462566212091101
"MSTRG.40783|TTC1","MSTRG.1668|DOCK7",-1.49100473755767,5.21801595846534,0.0613820721879273,0.463717163990328
"MSTRG.48090|BAALC-AS1","MSTRG.16691|TMOD2",-1.57072312524471,5.13393061333639,0.0614515360778116,0.463976654969214
"MSTRG.1397|CMPK1","MSTRG.16693|TMOD3",-1.62699905548108,5.59383930832102,0.0615240947599794,0.464025429032521
"MSTRG.37099|ANKRD17","MSTRG.16702|LEO1",-1.61975809137556,7.81057557030341,0.0615282336838702,0.464025429032521
"MSTRG.46291|RHEB","MSTRG.16703|MAPK6",-1.45405578481281,4.41303051434679,0.0617302395888338,0.464949770055919
"MSTRG.45969|PARP12","MSTRG.16711|GNB5",-1.51246970963409,5.71643485021074,0.0618278288198446,0.464949770055919
"MSTRG.11927|UTP20","MSTRG.16715|CERNA1",-1.49823206973338,5.52656913127118,0.0618547330798295,0.464949770055919
"MSTRG.39589|TENT2","MSTRG.16716|MYO5C",-1.50971552072638,5.74868925154507,0.0619008767942264,0.464949770055919
"MSTRG.48299|MTSS1","MSTRG.16718|MYO5A",-1.52521761269431,6.16669530717922,0.0619155182353159,0.464949770055919
"MSTRG.45527|CCDC71L","MSTRG.16720|ARPP19",-1.49792248437239,4.6897168994745,0.0619301696256672,0.464949770055919
"MSTRG.11446|GNS","MSTRG.16722|FAM214A",-1.54058399115477,6.6380255199832,0.0619334364953238,0.464949770055919
"MSTRG.34546|DHFR2","MSTRG.16739|RSL24D1",-1.42043345650207,3.56280421704271,0.0619514488702641,0.464949770055919
"MSTRG.4103|C1orf116","MSTRG.16740|RAB27A",1.8473544142578,4.86851582885729,0.0619674975454834,0.464949770055919
"MSTRG.2788|VPS45","MSTRG.16742|PIGB",-1.47922269169144,5.24195351674868,0.0621572364218922,0.466108720114905
"MSTRG.43537|RGS17","MSTRG.16743|CCPG1",-1.42063474381822,3.44524321608876,0.0622579527216141,0.466599165802999
"MSTRG.29743|IRS1","MSTRG.16748|PYGO1",-1.61197413809482,6.40143642021977,0.0623647037975684,0.467108648811662
"MSTRG.12031|TMEM263","MSTRG.16750|PRTG",-1.49563101576735,5.68840379616034,0.0623966370356909,0.467108648811662
"MSTRG.40660|ANXA6","MSTRG.16753|NEDD4",-1.5099635020691,6.0358249203123,0.0624486736369007,0.467233479481522
"MSTRG.14296|REC8","MSTRG.16757|RFX7",-1.45054893563344,4.37768726990288,0.0625597244272527,0.467783822791333
"MSTRG.29872|SNORC","MSTRG.16759|TEX9",-1.45002302744769,3.09218247512236,0.0625930370616117,0.467783822791333
"MSTRG.52333|SLC9A6","MSTRG.16768|ZNF280D",-1.44858948799524,3.19753791149938,0.0626689922203256,0.467823740638659
"MSTRG.5046|ATP5F1C","MSTRG.16775|TCF12",-1.48077412932484,4.37633688497542,0.062669191018726,0.467823740638659
"MSTRG.11830|FGD6","MSTRG.16778|LINC00926",-1.53548298836308,6.48978325914381,0.0627907869817316,0.468466780570085
"MSTRG.21877|MBTD1","MSTRG.16781|CGNL1",1.65809027284181,7.17226565777963,0.062835771902603,0.468537840941926
"MSTRG.49886|ZNF367","MSTRG.16787|GCOM1",-1.48171620013267,3.06468244039362,0.0628981526595122,0.46873846085174
"MSTRG.16662|TRPM7","MSTRG.16787|POLR2M",-1.53277979636387,6.70305962902372,0.0629596990431281,0.468932640054595
"MSTRG.43802|TBP","MSTRG.16806|ADAM10",-1.41191938337544,3.64587656908472,0.0630206102231717,0.469121872044377
"MSTRG.34923|PARP14","MSTRG.16816|MINDY2",-1.64171090013094,8.3989807122364,0.0631200789159341,0.469378278526523
"MSTRG.13031|SUPT20H","MSTRG.16819|RNF111",-1.47143332454413,5.54495359838526,0.0631261031515652,0.469378278526523
"MSTRG.50100|ZNF483","MSTRG.16821|SLTM",-1.49220492746319,5.62704054429247,0.063361748549833,0.470678073000322
"MSTRG.43092|MAN1A1","MSTRG.16825|CCNB2",-1.59128368127652,6.33030871668781,0.0633721555943066,0.470678073000322
"MSTRG.34656|NFKBIZ","MSTRG.16828|MYO1E",-1.53781401882583,6.43508325327534,0.0634099557174881,0.470694238705152
"MSTRG.25700|KDELR1","MSTRG.16843|GTF2A2",-1.53077489536742,6.17950578996113,0.063477222196794,0.470802141784379
"MSTRG.46909|STC1","MSTRG.16845|BNIP2",-1.45362814753624,4.15456910814513,0.0634957554423495,0.470802141784379
"MSTRG.355|UBIAD1","MSTRG.16848|RPS3AP6",-1.43611637121586,4.14227766424018,0.0635617408800723,0.471027079219515
"MSTRG.591|OTUD3","MSTRG.16856|ANXA2",-1.46888840524271,5.16457474112195,0.0636784705057167,0.471627595735445
"MSTRG.10062|PARP11","MSTRG.16860|ICE2",-1.52359817435497,4.39872854253874,0.0637710442743536,0.471992263423075
"MSTRG.27428|EXOC6B","MSTRG.16862|RORA",-1.47586130303935,5.76557788135618,0.0638075874738468,0.471992263423075
"MSTRG.2194|SLC30A7","MSTRG.16881|VPS13C",-1.49229367452785,6.05959048855846,0.0638752639988605,0.471992263423075
"MSTRG.42658|PGM3","MSTRG.16884|C2CD4A",-1.49307210729822,5.6337308877018,0.0638955703452477,0.471992263423075
"MSTRG.5711|ASAH2","MSTRG.1688|ALG6",-1.4746206659914,3.04893907172999,0.0639063164507592,0.471992263423075
"MSTRG.27605|KCMF1","MSTRG.16898|TLN2",-1.45857915659244,5.01834486778236,0.0639672043460476,0.472155301772934
"MSTRG.25223|ZNF570","MSTRG.1689|ITGB3BP",-1.42584080786475,4.25237994816762,0.0641121843971228,0.472155301772934
"MSTRG.40885|RANBP17","MSTRG.16905|TPM1",-1.45171022702569,4.86063637570556,0.0641140517687411,0.472155301772934
"MSTRG.43728|CEP43","MSTRG.16906|TPM1-AS",-1.51022975369371,5.68085406082349,0.064148575378612,0.472155301772934
"MSTRG.40733|HAVCR2","MSTRG.16910|RPS27L",-1.40714591889951,3.6495687695249,0.0641922067005813,0.472155301772934
"MSTRG.10059|CRACR2A","MSTRG.16911|RAB8B",-1.46932198778395,4.68497197786772,0.0643044718141504,0.472155301772934
"MSTRG.28886|FASTKD1","MSTRG.16912|APH1B",-1.44373772602098,4.36462308266564,0.0643114132588768,0.472155301772934
"MSTRG.23616|BCL2","MSTRG.16913|CA12",-1.60358641004801,7.31408828795362,0.0643169899156301,0.472155301772934
"MSTRG.47401|RPS20","MSTRG.16917|USP3",-1.54923423180232,6.55726523267792,0.0643864612875154,0.472155301772934
"MSTRG.19799|RN7SKP176","MSTRG.16918|USP3-AS1",1.79576304918565,5.02145220064797,0.0643889019850037,0.472155301772934
"MSTRG.1635|FGGY","MSTRG.1691|DLEU2L",-1.48114566684822,3.59876755178474,0.0644407325298839,0.472155301772934
"MSTRG.52088|SLC25A43","MSTRG.1691|EFCAB7",-1.41535863855722,3.9103024262947,0.0644785221899675,0.472155301772934
"MSTRG.22541|EIF4A3","MSTRG.16920|HERC1",-1.4520498758348,4.59111837164088,0.0644795761999288,0.472155301772934
"MSTRG.21819|ITGA3","MSTRG.16924|DAPK2",1.62404911672954,7.91178832357715,0.0644861601211499,0.472155301772934
"MSTRG.52221|ZNF280C","MSTRG.16926|CIAO2A",-1.43746659802872,3.13448469010177,0.0644866015268346,0.472155301772934
"MSTRG.49767|ROR2","MSTRG.16927|SNX1",-1.51658314947766,4.46685310022049,0.064533270390371,0.472155301772934
"MSTRG.9566|PAFAH1B2","MSTRG.16929|SNX22",-1.4842358442345,6.10760788019247,0.0645358718687594,0.472155301772934
"MSTRG.27281|LGALSL","MSTRG.16930|PPIB",-1.40826192461137,3.75569745389181,0.064587761143447,0.472273429988027
"MSTRG.51631|CHIC1","MSTRG.16931|CSNK1G1",-1.440085664264,3.85076898604809,0.0647018062140987,0.472845666762658
"MSTRG.45625|CAPZA2","MSTRG.16931|PCLAF",-1.54601892572887,4.84548316621972,0.0648033556705289,0.473084413198844
"MSTRG.29727|WDFY1","MSTRG.16933|TRIP4",-1.49163481288084,5.63178898362151,0.0648060839998417,0.473084413198844
"MSTRG.39253|MIER3","MSTRG.16935|ZNF609",-1.45869835187103,4.91903321729091,0.0649124742148744,0.473239072863581
"MSTRG.14981|RAD51B","MSTRG.16937|GAPDHP61",-1.4583089078378,4.57574182134945,0.0649267842889319,0.473239072863581
"MSTRG.51703|TAF9B","MSTRG.16942|OAZ2",-1.44390480092413,4.34458369612204,0.0649347187695204,0.473239072863581
"MSTRG.37751|ANKRD50","MSTRG.16949|ANKDD1A",-1.58938143080988,7.795365128048,0.0650247505057215,0.473633973777342
"MSTRG.9671|NECTIN1","MSTRG.16949|PLEKHO2",-1.48339925396068,5.80007915155762,0.0652547331064966,0.475021353772397
"MSTRG.47019|SARAF","MSTRG.16953|SPG21",-1.69256795059931,5.67910798963374,0.0653011070899702,0.475021353772397
"MSTRG.2079|MTF2","MSTRG.16954|MTFMT",-1.44217164803208,4.74738679405661,0.0653331154985897,0.475021353772397
"MSTRG.25176|ZNF565","MSTRG.16958|RASL12",-1.45033233448429,3.33443320188219,0.0653775244859053,0.475021353772397
"MSTRG.38973|ADAMTS12","MSTRG.16961|UBAP1L",-1.50660166687003,5.67316364601138,0.0654060819492024,0.475021353772397
"MSTRG.35687|NCEH1","MSTRG.16963|PDCD7",-1.4406370991956,4.84402874478257,0.0654309289234665,0.475021353772397
"MSTRG.11531|LYZ","MSTRG.16964|CLPX",-1.61783353764419,5.67618439241482,0.0655275092739641,0.475248605553277
"MSTRG.41219|SERPINB1","MSTRG.16965|CILP",-1.44729810107514,4.22653982839488,0.065534167813371,0.475248605553277
"MSTRG.47237|RNF170","MSTRG.16968|PARP16",-1.48775107266305,4.95652218964992,0.0658087222285926,0.476977864402849
"MSTRG.3964|SLC25A39P1","MSTRG.16970|RNU5A-1",-1.41145552907214,3.70861517238895,0.0658666329813094,0.477135867095418
"MSTRG.12413|SBNO1","MSTRG.16972|RNU5B-1",-1.4926563944152,6.48665434808665,0.065938590125371,0.477229329080218
"MSTRG.14259|EFS","MSTRG.16975|DPP8",-1.49918233725931,5.57293396382186,0.0659905127481794,0.477229329080218
"MSTRG.37666|CEP170P1","MSTRG.16979|HACD3",-1.4089328252538,4.0380727862009,0.0660094411251207,0.477229329080218
"MSTRG.19041|C16orf87","MSTRG.16981|INTS14",-1.36211268228203,3.16618757355553,0.0660589077960661,0.477229329080218
"MSTRG.12263|TAOK3","MSTRG.16982|SLC24A1",-1.45878269458645,5.22926641647672,0.0660601258523968,0.477229329080218
"MSTRG.37443|LAMTOR3","MSTRG.16984|DENND4A",-1.4397870467193,4.33948125608197,0.0661591803205359,0.477449887011414
"MSTRG.40355|BRD8","MSTRG.16987|RAB11A",-1.47911843445092,5.48500897451545,0.0661629261422765,0.477449887011414
"MSTRG.42748|ANKRD6","MSTRG.16992|MEGF11",-1.57994323025263,4.20706248237826,0.0662998285267445,0.47752930115255
"MSTRG.8435|RTN3","MSTRG.16995|DIS3L",-1.48109330090483,6.25369333822355,0.0663164297273046,0.47752930115255
"MSTRG.40384|PAIP2","MSTRG.17000|MAP2K1",-1.42936242913757,4.58856872747103,0.066317812470964,0.47752930115255
"MSTRG.11010|SLC11A2","MSTRG.17003|SNAPC5",-1.47628039921856,6.2520336959797,0.0663184944838364,0.47752930115255
"MSTRG.25881|CD33","MSTRG.17005|RPL4",-1.61629087681428,3.58843150693054,0.0663978859334238,0.477568747036702
"MSTRG.23546|MALT1","MSTRG.17006|ZWILCH",-1.47665901542208,5.32725629573634,0.0664136289895173,0.477568747036702
"MSTRG.16816|MINDY2","MSTRG.17009|SMAD6",-1.47161940983758,5.94043578937373,0.0664324042271595,0.477568747036702
"MSTRG.45775|CALU","MSTRG.1700|PGM1",-1.55104306083035,7.11345240589643,0.0665065928669009,0.477616578938981
"MSTRG.29612|USP37","MSTRG.17016|SMAD3",-1.46827216286522,5.7233540745234,0.0665113528530783,0.477616578938981
"MSTRG.51211|TIMP1","MSTRG.17018|AAGAB",-1.54179716897525,6.04967625698787,0.0665564318203811,0.477680680957466
"MSTRG.17623|FAM174B","MSTRG.17020|IQCH",-1.46924707529557,5.35935754462801,0.0666425871182463,0.478039361342773
"MSTRG.2281|SARS1","MSTRG.17021|IQCH-AS1",-1.44325026132959,4.88731912324288,0.0668782632038303,0.479469610261644
"MSTRG.24271|ZNF559-ZNF177","MSTRG.17023|C15orf61",-1.38853166599471,3.90523027385043,0.0670067736739283,0.480130423293717
"MSTRG.40175|ISOC1","MSTRG.17025|MAP2K5",-1.38494918738076,3.7094378829738,0.0672047708500765,0.480918117438653
"MSTRG.51285|PLP2","MSTRG.1702|ROR1",-1.43672559463521,4.46341737375703,0.0672534784217979,0.480918117438653
"MSTRG.9308|TMEM123","MSTRG.17031|PIAS1",-1.56328851444483,6.72695422724311,0.0672932806861934,0.480918117438653
"MSTRG.1749|IL12RB2","MSTRG.17032|CALML4",-1.44557904563004,4.1297948641362,0.0672961447292512,0.480918117438653
"MSTRG.13727|TMTC4","MSTRG.17032|CLN6",-1.43063040665729,4.2143014111443,0.0672986906186384,0.480918117438653
"MSTRG.17137|INSYN1","MSTRG.17035|FEM1B",-1.42129140474182,3.68782209261003,0.0674390022652189,0.481660290232615
"MSTRG.49987|MRPL50","MSTRG.17036|ITGA11",-1.38771790937611,3.90646312032484,0.0675723282551277,0.482351795372772
"MSTRG.39516|POLK","MSTRG.17040|ANP32A",-1.4412029552623,5.3056289974163,0.0676444905170352,0.482606184234118
"MSTRG.12222|MED13L","MSTRG.17042|NOX5",-1.55996235411741,8.37254490630247,0.0677697013090453,0.482628652287936
"MSTRG.33755|LRRFIP2","MSTRG.17049|GLCE",-1.58753861258361,6.78399934455699,0.0678040454328492,0.482628652287936
"MSTRG.15175|ERG28","MSTRG.17052|PAQR5",-1.46025140263047,4.12730950366922,0.067809091783523,0.482628652287936
