gene_id,gene_symbol,figure3_in_house_FFPE_resistance_group_Sample_GZ23090348_minus_R23104123_minus_R23104123_GZ23090348_minus_R23104123_minus_R23104123_combined,figure3_in_house_FFPE_resistance_group_Sample_GZ23094716_minus_R23101817_minus_R23101817_GZ23094716_minus_R23101817_minus_R23101817_combined,figure3_in_house_FFPE_resistance_group_Sample_GZ23094729_minus_R23101831_minus_R23101831_GZ23094729_minus_R23101831_minus_R23101831_combined,figure3_in_house_FFPE_resistance_group_Sample_GZ23094731_minus_R23101833_minus_R23101833_GZ23094731_minus_R23101833_minus_R23101833_combined,figure3_in_house_FFPE_resistance_group_Sample_GZ23094732_minus_R23101834_minus_R23101834_GZ23094732_minus_R23101834_minus_R23101834_combined,figure3_in_house_FFPE_sensitive_group_Sample_GZ23094709_minus_R23096232_minus_R23096232_GZ23094709_minus_R23096232_minus_R23096232_combined,figure3_in_house_FFPE_sensitive_group_Sample_GZ23094724_minus_R23101825_minus_R23101825_GZ23094724_minus_R23101825_minus_R23101825_combined,figure3_in_house_FFPE_sensitive_group_Sample_GZ23094725_minus_R23101826_minus_R23101826_GZ23094725_minus_R23101826_minus_R23101826_combined,figure3_in_house_FFPE_sensitive_group_Sample_GZ23094741_minus_R23101845_minus_R23101845_GZ23094741_minus_R23101845_minus_R23101845_combined,figure3_in_house_FFPE_sensitive_group_Sample_GZ23094742_minus_R23101846_minus_R23101846_GZ23094742_minus_R23101846_minus_R23101846_combined
MSTRG.8297|MS4A4E,MSTRG.8297|MS4A4E,20,24,85,104,1,0,6,0,6,8
MSTRG.8298|MIR6503,MSTRG.8298|MIR6503,1,0,2,2,0,0,0,0,1,0
MSTRG.8299|MS4A14,MSTRG.8299|MS4A14,6,17,47,70,174,0,0,0,8,97
MSTRG.8299|MS4A6E,MSTRG.8299|MS4A6E,0,0,18,0,0,0,0,0,0,0
MSTRG.8299|MS4A7,MSTRG.8299|MS4A7,116,66,84,780,401,0,20,0,10,519
MSTRG.829|CD164L2,MSTRG.829|CD164L2,0,0,21,0,0,0,5,0,0,0
MSTRG.82|LINC01786,MSTRG.82|LINC01786,0,0,5,0,0,0,7,0,0,0
MSTRG.8300|MS4A5,MSTRG.8300|MS4A5,0,0,15,0,0,0,0,0,0,0
MSTRG.8301|MS4A1,MSTRG.8301|MS4A1,30,25,26,150,0,0,0,0,3,0
MSTRG.8302|MS4A12,MSTRG.8302|MS4A12,0,0,15,0,0,0,0,0,0,0
MSTRG.8303|MS4A13,MSTRG.8303|MS4A13,0,0,11,0,0,0,0,0,0,0
MSTRG.8304|LINC00301,MSTRG.8304|LINC00301,0,0,20,0,0,0,0,0,0,0
MSTRG.8305|MS4A8,MSTRG.8305|MS4A8,10,0,31,0,0,0,28,0,0,0
MSTRG.8306|MS4A18,MSTRG.8306|MS4A18,0,0,17,0,0,0,0,0,0,0
MSTRG.8307|MS4A15,MSTRG.8307|MS4A15,79,6,41,0,3,0,14,0,0,16
MSTRG.8308|MS4A10,MSTRG.8308|MS4A10,0,2,39,0,0,0,0,0,0,0
MSTRG.8311|PTGDR2,MSTRG.8311|PTGDR2,0,0,20,0,0,0,0,0,0,0
MSTRG.8312|CCDC86,MSTRG.8312|CCDC86,131,19,61,96,40,0,63,0,3,13
MSTRG.8313|ZP1,MSTRG.8313|ZP1,0,0,58,7,9,0,0,0,0,0
MSTRG.8314|PRPF19,MSTRG.8314|PRPF19,304,65,64,314,96,0,136,0,5,44
MSTRG.8317|TMEM109,MSTRG.8317|TMEM109,243,55,88,450,214,0,106,0,0,47
MSTRG.8319|TMEM132A,MSTRG.8319|TMEM132A,881,117,319,1018,1152,0,633,0,0,140
MSTRG.831|GPR3,MSTRG.831|GPR3,26,0,26,18,12,0,0,0,0,3
MSTRG.8320|SLC15A3,MSTRG.8320|SLC15A3,162,29,175,665,117,0,9,0,12,30
MSTRG.8321|CD6,MSTRG.8321|CD6,35,41,108,189,0,0,6,0,21,24
MSTRG.8322|RNU6-933P,MSTRG.8322|RNU6-933P,0,0,6,2,0,0,0,0,0,0
MSTRG.8324|CD5,MSTRG.8324|CD5,85,19,95,175,33,0,19,0,0,52
MSTRG.8325|VPS37C,MSTRG.8325|VPS37C,290,64,140,421,183,0,258,0,7,167
MSTRG.8327|PGA3,MSTRG.8327|PGA3,0,0,94,13,0,0,3,0,0,0
MSTRG.8328|PGA4,MSTRG.8328|PGA4,0,1,186,13,0,0,5,0,0,4
MSTRG.8328|PGA5,MSTRG.8328|PGA5,0,11,42,9,4,0,2,0,0,0
MSTRG.8329|VWCE,MSTRG.8329|VWCE,7,0,113,9,14,0,0,0,0,0
MSTRG.832|WASF2,MSTRG.832|WASF2,1544,448,473,2301,555,4,144,0,43,315
MSTRG.8330|DDB1,MSTRG.8330|DDB1,1170,196,428,1617,465,0,232,12,36,144
MSTRG.8331|TKFC,MSTRG.8331|TKFC,212,86,111,337,87,0,76,0,6,53
MSTRG.8332|CYB561A3,MSTRG.8332|CYB561A3,199,79,189,549,107,11,80,0,9,83
MSTRG.8333|TMEM138,MSTRG.8333|TMEM138,255,81,117,414,146,0,50,0,10,126
MSTRG.8334|TMEM216,MSTRG.8334|TMEM216,39,20,36,68,8,0,14,0,0,8
MSTRG.8335|CPSF7,MSTRG.8335|CPSF7,829,289,266,1225,256,14,196,0,25,290
MSTRG.8337|PPP1R32,MSTRG.8337|PPP1R32,11,17,45,17,7,0,6,0,3,7
MSTRG.8337|SDHAF2,MSTRG.8337|SDHAF2,57,26,32,214,47,0,39,0,7,36
MSTRG.8338|RN7SL23P,MSTRG.8338|RN7SL23P,2,2,6,9,4,0,0,0,0,1
MSTRG.8340|MIR4488,MSTRG.8340|MIR4488,0,0,2,0,0,0,0,0,0,0
MSTRG.8341|LRRC10B,MSTRG.8341|LRRC10B,27,14,53,8,46,0,0,0,0,0
MSTRG.8342|SYT7,MSTRG.8342|SYT7,1451,133,193,1091,294,0,123,8,11,339
MSTRG.8345|RPLP0P2,MSTRG.8345|RPLP0P2,23,5,36,47,2,0,2,0,2,4
MSTRG.8347|DAGLA,MSTRG.8347|DAGLA,211,0,215,111,61,0,29,0,9,47
MSTRG.8348|MYRF-AS1,MSTRG.8348|MYRF-AS1,0,0,49,5,2,0,0,0,0,0
MSTRG.8349|MYRF,MSTRG.8349|MYRF,126,11,181,697,40,0,69,0,30,106
MSTRG.8350|MIR611,MSTRG.8350|MIR611,1,0,1,2,1,0,1,0,0,0
MSTRG.8350|TMEM258,MSTRG.8350|TMEM258,130,10,66,102,39,0,28,0,0,2
MSTRG.8351|FADS2,MSTRG.8351|FADS2,1182,310,212,484,404,0,143,0,2,133
MSTRG.8351|FEN1,MSTRG.8351|FEN1,122,23,34,89,48,0,6,0,0,4
MSTRG.8352|FADS1,MSTRG.8352|FADS1,336,81,239,528,54,0,38,4,16,18
MSTRG.8352|MIR1908,MSTRG.8352|MIR1908,1,3,3,3,0,0,1,0,4,1
MSTRG.8353|FADS3,MSTRG.8353|FADS3,114,61,140,216,78,5,8,1,9,69
MSTRG.8353|MIR6746,MSTRG.8353|MIR6746,4,0,9,6,3,0,0,0,0,0
MSTRG.8354|RAB3IL1,MSTRG.8354|RAB3IL1,80,0,67,173,39,0,13,8,0,8
MSTRG.8355|BEST1,MSTRG.8355|BEST1,128,59,148,509,58,0,0,0,27,57
MSTRG.8356|FTH1,MSTRG.8356|FTH1,8613,908,728,7918,1786,8,609,0,96,489
MSTRG.8359|LINC02733,MSTRG.8359|LINC02733,0,0,37,0,0,0,0,0,0,2
MSTRG.835|AHDC1,MSTRG.835|AHDC1,485,186,440,582,220,0,81,0,63,285
MSTRG.8361|INCENP,MSTRG.8361|INCENP,167,13,128,189,58,0,74,6,0,39
MSTRG.8362|EEF1DP8,MSTRG.8362|EEF1DP8,0,0,11,0,0,0,0,0,0,0
MSTRG.8363|SCGB2A1,MSTRG.8363|SCGB2A1,13,0,0,4,0,0,0,0,0,0
MSTRG.8365|SCGB1D2,MSTRG.8365|SCGB1D2,93,0,7,0,26,0,0,0,0,21
MSTRG.8366|SCGB2A2,MSTRG.8366|SCGB2A2,271,108,4,0,1158,0,0,0,0,817
MSTRG.8367|NPM1P35,MSTRG.8367|NPM1P35,1,1,5,2,2,1,1,0,0,1
MSTRG.8369|ASRGL1,MSTRG.8369|ASRGL1,41,26,53,48,103,0,5,0,0,0
MSTRG.836|FGR,MSTRG.836|FGR,51,18,72,244,11,0,4,0,14,24
MSTRG.8370|RCC2P6,MSTRG.8370|RCC2P6,0,0,23,7,13,0,0,0,0,0
MSTRG.8372|SCGB1A1,MSTRG.8372|SCGB1A1,0,0,15,0,0,0,0,0,8,8
MSTRG.8374|AHNAK,MSTRG.8374|AHNAK,10250,3060,6813,16130,4585,39,946,5,486,3169
MSTRG.8377|EEF1G,MSTRG.8377|EEF1G,2207,633,546,3164,666,0,698,0,0,380
MSTRG.8377|TUT1,MSTRG.8377|TUT1,47,5,76,97,26,1,29,0,14,39
MSTRG.8378|MIR6747,MSTRG.8378|MIR6747,0,0,1,1,0,0,0,0,0,4
MSTRG.8379|MTA2,MSTRG.8379|MTA2,522,67,188,696,138,0,136,0,23,91
MSTRG.8380|EML3,MSTRG.8380|EML3,482,61,222,488,84,0,57,0,30,150
MSTRG.8382|ROM1,MSTRG.8382|ROM1,9,4,38,48,0,0,0,0,0,0
MSTRG.8383|ROM1,MSTRG.8383|ROM1,2,0,0,1,0,0,2,0,0,0
MSTRG.8384|B3GAT3,MSTRG.8384|B3GAT3,116,18,60,236,39,0,29,0,0,15
MSTRG.8385|GANAB,MSTRG.8385|GANAB,1391,374,401,2604,785,0,352,0,43,286
MSTRG.8386|C11orf98,MSTRG.8386|C11orf98,0,0,19,71,0,0,51,0,0,1
MSTRG.8386|INTS5,MSTRG.8386|INTS5,178,26,105,207,43,0,65,0,13,10
MSTRG.8386|LBHD1,MSTRG.8386|LBHD1,84,25,73,181,48,0,13,0,5,24
MSTRG.8387|CSKMT,MSTRG.8387|CSKMT,198,27,96,60,61,0,42,0,0,16
MSTRG.8387|SNORA57,MSTRG.8387|SNORA57,165,26,27,94,38,0,58,0,6,55
MSTRG.8388|UQCC3,MSTRG.8388|UQCC3,46,26,79,95,43,0,26,0,9,24
MSTRG.8389|UBXN1,MSTRG.8389|UBXN1,164,19,47,180,53,0,75,0,7,23
MSTRG.838|IFI6,MSTRG.838|IFI6,1942,0,30,1811,213,0,19,0,0,158
MSTRG.838|LINC02574,MSTRG.838|LINC02574,434,94,64,2841,833,10,0,0,0,0
MSTRG.8390|BSCL2,MSTRG.8390|BSCL2,348,100,163,444,139,0,84,0,20,79
MSTRG.8390|HNRNPUL2,MSTRG.8390|HNRNPUL2,907,149,325,1091,340,0,182,0,33,216
MSTRG.8390|HNRNPUL2-BSCL2,MSTRG.8390|HNRNPUL2-BSCL2,0,3,0,189,0,0,47,0,0,0
MSTRG.8390|LRRN4CL,MSTRG.8390|LRRN4CL,0,28,41,10,0,0,0,0,6,9
MSTRG.8391|GNG3,MSTRG.8391|GNG3,12,0,20,18,0,0,0,0,0,0
MSTRG.8392|TTC9C,MSTRG.8392|TTC9C,67,54,35,149,45,0,50,0,0,28
MSTRG.8393|ZBTB3,MSTRG.8393|ZBTB3,104,79,54,156,32,0,16,6,0,37
MSTRG.8394|POLR2G,MSTRG.8394|POLR2G,99,12,27,128,24,0,7,0,0,14
MSTRG.8396|TAF6L,MSTRG.8396|TAF6L,125,17,48,96,25,0,40,0,0,35
MSTRG.8397|TMEM223,MSTRG.8397|TMEM223,112,18,80,163,30,0,37,0,0,20
MSTRG.8399|MIR6748,MSTRG.8399|MIR6748,1,1,1,1,1,0,0,0,0,0
MSTRG.8399|TMEM179B,MSTRG.8399|TMEM179B,90,31,38,292,41,0,55,0,8,17
MSTRG.83|SCNN1D,MSTRG.83|SCNN1D,54,24,103,157,41,0,44,0,13,42
MSTRG.8400|NXF1,MSTRG.8400|NXF1,416,169,262,1022,255,13,134,0,65,347
MSTRG.8401|MIR6514,MSTRG.8401|MIR6514,3,0,0,1,0,0,0,0,0,2
MSTRG.8402|STX5,MSTRG.8402|STX5,219,53,96,390,84,0,97,0,20,56
MSTRG.8404|RNU6-118P,MSTRG.8404|RNU6-118P,8,1,0,16,0,0,5,0,0,7
MSTRG.8406|RNU2-2P,MSTRG.8406|RNU2-2P,6906,1494,377,9827,1372,105,265,0,81,972
MSTRG.8406|TEX54,MSTRG.8406|TEX54,2,0,16,2,7,0,9,0,0,3
MSTRG.8406|WDR74,MSTRG.8406|WDR74,239,29,217,137,746,0,50,0,0,48
MSTRG.8407|SNHG1,MSTRG.8407|SNHG1,697,133,105,380,171,0,152,0,9,54
MSTRG.8407|SNORD22,MSTRG.8407|SNORD22,17,4,3,26,3,0,4,0,2,5
MSTRG.8407|SNORD25,MSTRG.8407|SNORD25,1,0,0,1,3,0,1,2,0,0
MSTRG.8407|SNORD26,MSTRG.8407|SNORD26,1,1,1,1,1,0,2,0,0,1
MSTRG.8407|SNORD27,MSTRG.8407|SNORD27,0,0,1,1,0,0,0,0,0,0
MSTRG.8407|SNORD28,MSTRG.8407|SNORD28,2,1,1,1,1,0,1,0,0,1
MSTRG.8407|SNORD30,MSTRG.8407|SNORD30,1,1,1,1,0,0,0,0,0,0
MSTRG.8408|SLC3A2,MSTRG.8408|SLC3A2,763,97,141,496,185,6,191,12,26,86
MSTRG.8409|CHRM1,MSTRG.8409|CHRM1,7,0,67,4,0,0,0,0,0,0
MSTRG.840|RNU6-949P,MSTRG.840|RNU6-949P,0,0,4,0,0,0,0,0,0,0
MSTRG.8411|RN7SL259P,MSTRG.8411|RN7SL259P,1,1,4,1,0,0,0,0,0,1
MSTRG.8412|SLC22A6,MSTRG.8412|SLC22A6,0,0,47,0,0,0,0,0,0,0
MSTRG.8413|SLC22A8,MSTRG.8413|SLC22A8,0,0,177,0,0,0,0,7,0,8
MSTRG.8415|TUBAP7,MSTRG.8415|TUBAP7,0,0,40,0,0,0,3,0,0,0
MSTRG.8416|SLC22A24,MSTRG.8416|SLC22A24,0,0,33,4,0,0,0,0,0,0
MSTRG.8417|RPL29P22,MSTRG.8417|RPL29P22,0,0,6,0,0,0,0,0,0,0
MSTRG.8418|SLC22A25,MSTRG.8418|SLC22A25,4,0,40,0,0,0,0,0,0,0
MSTRG.841|CHMP1AP1,MSTRG.841|CHMP1AP1,0,0,21,0,0,0,0,4,0,0
MSTRG.8420|CCND2P1,MSTRG.8420|CCND2P1,0,0,15,0,0,0,0,0,0,0
MSTRG.8422|SLC22A10,MSTRG.8422|SLC22A10,0,4,54,0,0,0,0,0,0,0
MSTRG.8423|SLC22A9,MSTRG.8423|SLC22A9,0,0,37,0,0,0,0,0,0,0
MSTRG.8424|PLAAT5,MSTRG.8424|PLAAT5,0,14,51,22,0,0,0,0,0,17
MSTRG.8427|LGALS12,MSTRG.8427|LGALS12,0,0,28,0,0,0,0,0,0,4
MSTRG.8428|PLAAT4,MSTRG.8428|PLAAT4,177,36,22,212,83,0,25,0,5,25
MSTRG.8429|PLAAT2,MSTRG.8429|PLAAT2,0,0,0,0,0,0,0,0,0,0
MSTRG.842|RNU6-424P,MSTRG.842|RNU6-424P,0,0,0,0,0,0,0,0,0,0
MSTRG.8430|PLAAT3,MSTRG.8430|PLAAT3,123,21,80,223,131,0,0,0,0,84
MSTRG.8432|ATL3,MSTRG.8432|ATL3,1175,277,351,2068,388,3,99,0,14,99
MSTRG.8433|IMMP1LP1,MSTRG.8433|IMMP1LP1,0,14,9,25,0,0,0,0,2,3
MSTRG.8435|RTN3,MSTRG.8435|RTN3,1069,155,188,1341,319,0,75,0,5,165
MSTRG.8437|C11orf95,MSTRG.8437|C11orf95,280,72,149,280,117,0,61,0,12,78
MSTRG.8438|RN7SL596P,MSTRG.8438|RN7SL596P,3,0,15,0,1,0,0,0,0,1
MSTRG.8439|SPINDOC,MSTRG.8439|SPINDOC,126,42,65,210,58,0,42,0,0,33
MSTRG.8440|ATP5MGP1,MSTRG.8440|ATP5MGP1,4,0,2,2,1,0,0,0,0,0
MSTRG.8441|MARK2,MSTRG.8441|MARK2,2129,344,368,1289,442,0,250,0,30,389
MSTRG.8442|RNU6-1306P,MSTRG.8442|RNU6-1306P,0,1,1,12,3,0,0,0,0,5
MSTRG.8443|RCOR2,MSTRG.8443|RCOR2,66,14,84,122,39,0,7,4,6,0
MSTRG.8444|NAA40,MSTRG.8444|NAA40,643,131,177,527,225,0,73,0,11,142
MSTRG.8445|RNU6-45P,MSTRG.8445|RNU6-45P,1,1,0,6,2,0,0,0,0,0
MSTRG.8446|COX8A,MSTRG.8446|COX8A,351,49,42,385,41,0,40,0,0,14
MSTRG.8446|OTUB1,MSTRG.8446|OTUB1,380,78,141,258,104,0,87,0,5,56
MSTRG.8447|MACROD1,MSTRG.8447|MACROD1,105,6,59,58,22,0,18,0,0,12
MSTRG.8448|FLRT1,MSTRG.8448|FLRT1,118,29,165,96,69,0,79,0,9,70
MSTRG.844|FAM76A,MSTRG.844|FAM76A,230,30,82,130,64,0,17,2,3,4
MSTRG.8451|STIP1,MSTRG.8451|STIP1,355,30,79,632,116,0,155,0,11,43
MSTRG.8452|FERMT3,MSTRG.8452|FERMT3,51,25,86,395,11,0,11,4,0,36
MSTRG.8453|TRPT1,MSTRG.8453|TRPT1,60,16,71,118,37,0,42,0,4,34
MSTRG.8454|DNAJC4,MSTRG.8454|DNAJC4,179,21,102,280,41,0,43,0,0,97
MSTRG.8454|NUDT22,MSTRG.8454|NUDT22,136,33,111,287,70,0,61,0,0,59
MSTRG.8456|VEGFB,MSTRG.8456|VEGFB,328,42,46,442,50,0,26,0,14,62
MSTRG.8457|FKBP2,MSTRG.8457|FKBP2,20,0,5,123,26,0,7,0,0,5
MSTRG.8458|PPP1R14B,MSTRG.8458|PPP1R14B,359,81,96,563,224,0,101,0,0,37
MSTRG.8459|PPP1R14B-AS1,MSTRG.8459|PPP1R14B-AS1,0,0,0,0,0,0,6,0,0,0
MSTRG.8460|PLCB3,MSTRG.8460|PLCB3,285,58,175,327,104,0,120,0,0,79
MSTRG.8461|BAD,MSTRG.8461|BAD,213,29,69,191,31,0,29,0,0,79
MSTRG.8462|GPR137,MSTRG.8462|GPR137,156,42,116,317,94,0,94,0,15,27
MSTRG.8463|CATSPERZ,MSTRG.8463|CATSPERZ,0,0,10,0,0,0,1,0,0,0
MSTRG.8463|KCNK4,MSTRG.8463|KCNK4,0,0,97,0,0,2,0,0,0,0
MSTRG.8463|KCNK4-TEX40,MSTRG.8463|KCNK4-TEX40,0,0,0,1,1,0,0,0,0,1
MSTRG.8464|Y_RNA,MSTRG.8464|Y_RNA,0,0,2,0,0,0,0,0,0,0
MSTRG.8465|ESRRA,MSTRG.8465|ESRRA,127,38,66,185,43,0,32,0,9,42
MSTRG.8466|TRMT112,MSTRG.8466|TRMT112,233,32,47,311,79,0,45,0,0,33
MSTRG.8467|PRDX5,MSTRG.8467|PRDX5,229,19,33,216,82,0,47,0,0,31
MSTRG.8468|CCDC88B,MSTRG.8468|CCDC88B,76,33,235,375,43,0,18,4,41,83
MSTRG.8469|MIR7155,MSTRG.8469|MIR7155,0,0,2,0,0,0,0,0,0,1
MSTRG.846|RPEP3,MSTRG.846|RPEP3,4,0,6,9,5,0,0,0,0,2
MSTRG.8470|MIR1237,MSTRG.8470|MIR1237,0,0,0,0,1,0,0,0,0,0
MSTRG.8470|RPS6KA4,MSTRG.8470|RPS6KA4,126,57,92,386,57,0,36,0,12,65
MSTRG.8471|LINC02723,MSTRG.8471|LINC02723,0,0,32,0,0,0,0,0,0,0
MSTRG.8472|LINC02724,MSTRG.8472|LINC02724,0,0,65,12,0,0,0,0,0,0
MSTRG.8474|SLC22A11,MSTRG.8474|SLC22A11,0,0,109,0,0,3,0,6,0,0
MSTRG.8475|SLC22A12,MSTRG.8475|SLC22A12,0,0,55,0,0,0,0,0,0,0
MSTRG.8476|NRXN2,MSTRG.8476|NRXN2,41,22,272,8,11,6,0,0,0,0
MSTRG.8477|NRXN2-AS1,MSTRG.8477|NRXN2-AS1,0,0,12,0,0,0,0,0,0,0
MSTRG.8478|RASGRP2,MSTRG.8478|RASGRP2,76,56,112,116,3,0,0,0,8,20
MSTRG.8479|PYGM,MSTRG.8479|PYGM,11,6,102,14,3,0,0,0,0,0
MSTRG.847|STX12,MSTRG.847|STX12,334,50,113,576,101,0,21,0,14,32
MSTRG.8480|SF1,MSTRG.8480|SF1,1684,572,556,2311,790,0,435,0,108,768
MSTRG.8481|SF1-DT,MSTRG.8481|SF1-DT,7,0,5,9,0,0,2,0,0,0
MSTRG.8482|MAP4K2,MSTRG.8482|MAP4K2,204,58,152,263,58,0,59,0,13,125
MSTRG.8483|MEN1,MSTRG.8483|MEN1,200,79,118,312,125,0,87,0,9,79
MSTRG.8484|CDC42BPG,MSTRG.8484|CDC42BPG,386,152,220,164,224,0,223,0,16,123
MSTRG.8485|EHD1,MSTRG.8485|EHD1,240,74,165,496,187,0,47,0,12,115
MSTRG.8487|MIR192,MSTRG.8487|MIR192,1,0,1,1,1,0,1,0,0,0
MSTRG.8487|MIR194-2,MSTRG.8487|MIR194-2,1,0,10,0,1,0,8,0,0,0
MSTRG.8487|MIR194-2HG,MSTRG.8487|MIR194-2HG,12,0,66,11,10,0,4,0,0,0
MSTRG.8488|ATG2A,MSTRG.8488|ATG2A,392,98,179,466,82,18,82,1,23,91
MSTRG.8488|MIR6749,MSTRG.8488|MIR6749,0,1,2,0,0,0,0,0,1,5
MSTRG.8488|MIR6750,MSTRG.8488|MIR6750,2,0,6,3,0,0,0,0,0,0
MSTRG.8489|PPP2R5B,MSTRG.8489|PPP2R5B,115,29,86,123,73,0,49,0,0,34
MSTRG.8490|GPHA2,MSTRG.8490|GPHA2,0,0,25,0,0,0,0,0,0,0
MSTRG.8491|MAJIN,MSTRG.8491|MAJIN,0,0,30,3,0,0,0,2,0,0
MSTRG.8492|BATF2,MSTRG.8492|BATF2,101,3,74,199,7,6,0,0,4,17
MSTRG.8493|ARL2,MSTRG.8493|ARL2,88,6,43,106,16,0,17,0,9,6
MSTRG.8493|ARL2-SNX15,MSTRG.8493|ARL2-SNX15,10,0,26,10,0,0,14,0,0,4
MSTRG.8493|MIR6879,MSTRG.8493|MIR6879,0,0,6,0,0,0,0,0,0,0
MSTRG.8493|SNX15,MSTRG.8493|SNX15,107,17,90,128,43,0,25,6,6,37
MSTRG.8495|SAC3D1,MSTRG.8495|SAC3D1,42,3,37,49,8,0,21,0,0,0
MSTRG.8496|NAALADL1,MSTRG.8496|NAALADL1,0,0,92,41,0,0,0,0,0,3
MSTRG.8497|CDCA5,MSTRG.8497|CDCA5,185,6,56,85,35,0,36,0,0,7
MSTRG.8498|ZFPL1,MSTRG.8498|ZFPL1,108,10,27,170,8,0,56,0,0,6
MSTRG.8499|TMEM262,MSTRG.8499|TMEM262,65,15,96,61,30,0,10,3,5,60
MSTRG.84|ACAP3,MSTRG.84|ACAP3,598,176,565,1585,471,0,353,2,103,233
MSTRG.84|MIR6726,MSTRG.84|MIR6726,0,0,4,0,0,0,0,0,0,0
MSTRG.8500|TM7SF2,MSTRG.8500|TM7SF2,93,17,50,107,34,0,170,0,0,19
MSTRG.8500|VPS51,MSTRG.8500|VPS51,244,70,113,357,55,0,121,0,11,64
MSTRG.8502|ZNHIT2,MSTRG.8502|ZNHIT2,58,0,23,33,19,0,15,0,0,0
MSTRG.8505|FAU,MSTRG.8505|FAU,262,46,60,418,75,3,88,4,3,22
MSTRG.8505|MIR6751,MSTRG.8505|MIR6751,0,0,0,0,0,0,1,0,0,1
MSTRG.8505|SYVN1,MSTRG.8505|SYVN1,847,146,214,842,233,4,189,0,29,265
MSTRG.8506|MRPL49,MSTRG.8506|MRPL49,371,35,91,319,83,0,36,0,9,51
MSTRG.8507|RNU2-23P,MSTRG.8507|RNU2-23P,0,0,6,0,0,0,0,0,0,0
MSTRG.8508|SPDYC,MSTRG.8508|SPDYC,0,0,19,0,0,0,0,0,0,0
MSTRG.8509|PGAM1P8,MSTRG.8509|PGAM1P8,13,2,27,14,8,10,4,0,0,6
MSTRG.850|RNU6-1245P,MSTRG.850|RNU6-1245P,4,0,2,1,0,0,0,0,0,0
MSTRG.8511|CAPN1,MSTRG.8511|CAPN1,988,118,294,900,244,0,208,0,26,133
MSTRG.8512|SLC22A20P,MSTRG.8512|SLC22A20P,57,0,63,21,11,0,0,0,0,8
MSTRG.8514|CDC42EP2,MSTRG.8514|CDC42EP2,2,0,0,26,31,0,3,0,0,0
MSTRG.8514|POLA2,MSTRG.8514|POLA2,142,80,80,177,55,0,25,4,4,33
MSTRG.8516|DPF2,MSTRG.8516|DPF2,360,94,174,442,181,0,84,0,11,101
MSTRG.8517|TIGD3,MSTRG.8517|TIGD3,5,0,36,0,0,0,0,0,0,0
MSTRG.8519|SLC25A45,MSTRG.8519|SLC25A45,196,57,187,321,93,0,35,0,23,68
MSTRG.8520|FRMD8,MSTRG.8520|FRMD8,463,93,133,463,175,0,95,6,13,79
MSTRG.8521|MIR612,MSTRG.8521|MIR612,71,1,33,1,23,1,287,0,1,1
MSTRG.8521|NEAT1,MSTRG.8521|NEAT1,211244,33639,52082,156492,69731,571,46516,61,4195,10417
MSTRG.8524|LINC02736,MSTRG.8524|LINC02736,0,0,17,0,0,7,0,0,0,0
MSTRG.8526|MALAT1,MSTRG.8526|MALAT1,470241,94542,73162,458642,191112,2422,59102,109,12140,102487
MSTRG.8528|SCYL1,MSTRG.8528|SCYL1,355,34,127,504,118,0,76,0,2,78
MSTRG.8529|LTBP3,MSTRG.8529|LTBP3,1134,194,419,1587,271,0,307,0,93,322
MSTRG.852|PPP1R8,MSTRG.852|PPP1R8,316,48,84,328,84,0,33,3,3,10
MSTRG.8531|ZNRD2-AS1,MSTRG.8531|ZNRD2-AS1,31,30,20,71,14,0,11,0,4,21
MSTRG.8532|FAM89B,MSTRG.8532|FAM89B,181,59,56,264,90,0,63,0,0,38
MSTRG.8532|ZNRD2,MSTRG.8532|ZNRD2,34,8,23,78,3,0,40,0,0,7
MSTRG.8533|EHBP1L1,MSTRG.8533|EHBP1L1,547,144,385,1593,202,4,210,4,177,333
MSTRG.8534|KCNK7,MSTRG.8534|KCNK7,19,0,13,11,0,0,20,0,0,0
MSTRG.8535|MAP3K11,MSTRG.8535|MAP3K11,681,150,388,973,271,5,192,0,57,176
MSTRG.8536|MIR4690,MSTRG.8536|MIR4690,4,0,0,1,0,0,2,0,0,0
MSTRG.8536|PCNX3,MSTRG.8536|PCNX3,1046,187,331,1149,328,0,218,8,32,181
MSTRG.8537|MIR4489,MSTRG.8537|MIR4489,2,0,0,4,0,0,0,0,0,1
MSTRG.8537|SIPA1,MSTRG.8537|SIPA1,284,38,117,646,45,13,43,0,14,77
MSTRG.8538|RELA,MSTRG.8538|RELA,569,109,156,683,163,0,145,0,16,96
MSTRG.8539|RELA-DT,MSTRG.8539|RELA-DT,69,9,24,48,5,0,13,0,0,7
MSTRG.853|SCARNA1,MSTRG.853|SCARNA1,39,23,3,74,15,0,0,0,0,2
MSTRG.8540|RN7SL309P,MSTRG.8540|RN7SL309P,0,0,4,0,1,0,0,0,0,0
MSTRG.8541|KAT5,MSTRG.8541|KAT5,158,30,88,179,77,0,73,0,0,40
MSTRG.8542|RNASEH2C,MSTRG.8542|RNASEH2C,225,64,129,296,71,0,62,0,6,86
MSTRG.8543|KRT8P26,MSTRG.8543|KRT8P26,11,3,33,23,0,0,3,0,0,0
MSTRG.8545|AP5B1,MSTRG.8545|AP5B1,744,59,238,656,147,0,163,4,20,111
MSTRG.8546|OVOL1,MSTRG.8546|OVOL1,199,15,93,107,15,0,6,0,0,19
